File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,Related,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Undertext Objects,Overtext Manuscript,Place of origin,Date.normalized,Date.creation,Scribe,Author,Associated Name,Contributors,Contents note,Contents,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Format.weight,Form,Format.dimensions,Folio dimensions,Support,Foliation,Collation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Binding condition,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection,Other version(s),IIIF Manifest URL,delivery,image count,Viscodex
,,"Sinai, St. Catherine’s Monastery, Arabic 33",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4dzj%2Fs434xb1g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1sf4dzj,Work,Psalter and Odes,Bible. Psalms|~|Bible. Odes|~|Psalter,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,152 ff.,382.2 g,Codex,186 x 160 x 45.0 mm,,Paper,f.81-87 repeats,,,,,,,,,,,,text,Biblical texts|~|Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 33,Old Collection,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf4dzj/manifest,delivery 6.2,310,
,,"Sinai, St. Catherine’s Monastery, Arabic 330",Mimars | Discourses,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df88vn%2Fc548b78w/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1df88vn,Work,,,,,,1001/1100,11th c. CE,,"John, Climacus, Saint, active 6th century|~|Basil, Saint, Bishop of Caesarea, approximately 329-379|~|John Chrysostom, Saint, -407|~|Jacob, of Serug, 451-521",,,"Mimars St. John Climax ; Various discourses by SS. Basil, Athanasius, John Chrysostom, Theodore and Jacob Bishop of Butnan Surug. Extracts from the Old and New Testaments",,,,,Kamil,,,388 ff.,1050.3 g,Codex,170 x 148 x 98.0 mm,,Paper,,,,,,,,,,,,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Kufic,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 330,Old Collection,https://www.loc.gov/item/00279385354-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1df88vn/manifest,delivery 6.1,785,
,,"Sinai, St. Catherine’s Monastery, Arabic 331",Mimars of St. John Climax,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z10v9h5c,Work,,,,,,1227,1227 CE,,"John, Climacus, Saint, active 6th century",,,,,"""This copy was completed on Tuesday 27 in the month of Nīsān [March–April] in the Year of the World [Anno Mundi] 6735 …, and it was copied by Nasrullah[?] … in Damascus …"" (f. 208v).",نبتدي بعون الله و حسن تأييده و إرشاده نكتب (f. 1r).,كملت هذه النّسخة (f. 208v).,Kamil,Damascus (f. 208v),,210 ff.,1720.6 g,Codex,258 x 185 x 70 mm,,Paper,,,,Scribe: Nasrullah[?] (f. 208v),,"Donation inscription, f. 1r | Supplicant inscription, f. 208v",,,,,Rubrication|~|Marginalia|~|Colophon|~|Dated|~|Inscription(s),,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 331,Old Collection,https://www.loc.gov/item/00279385366-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10v9h5c/manifest,delivery 3,430,
,,"Sinai, St. Catherine’s Monastery, Arabic 332",Mimars of St. John Climax,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9krc%2F5s03b73w/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1kp9krc,Work,,,,,,1001/1100,11th c. CE,,"John, Climacus, Saint, active 6th century",,,,,,,,Kamil,,,391 ff.,1721.7 g,Codex,232 x 170 x 109 mm,,Paper,,,,,,,,,,,,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 332,Old Collection,https://www.loc.gov/item/00279385421-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kp9krc/manifest,delivery 4.3,794,
,,"Sinai, St. Catherine’s Monastery, Arabic 333",Mimars of St. John Climax,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd328v%2Ftt32867m/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1kd328v,Work,,,,,,1201/1300,13th c. CE,,"John, Climacus, Saint, active 6th century",,,,,,,,Kamil,,,169 ff.,666.2 g,Codex,218 x 149 x 40 mm,,Paper,"F. 167 labeled as 179; f. 168 labeled as 170, and the number '171' is written on f. 168v",,,,,,,,,,Rubrication|~|Marginalia,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 333,Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd328v/manifest,delivery 4.1,344,
,,"Sinai, St. Catherine’s Monastery, Arabic 334",Mimars of St. John Climax,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z14n081f,Work,,,,,,1321,1321 CE,,"John, Climacus, Saint, active 6th century",,,Coptic alphabet is found on f. 182r,,"""The [copying of] thirty-one mimars … were finished during the day of Friday 23 in the month of Kānūn ath-Thānī [January] in the Year of Our Father Adam [Anno Mundi] 6829 at [the Monastery of] Holy Mount of Allah Sinai … its copyist … Arsānī … the Deacon …"" (f. 178v–179r).",هذا مبتداء (f. 8v).,نجزت (f. 178v).,Kamil,Holy Mount Sinai Monastery (f. 179r),,190 ff.,2549.1 g,Codex,309 x 229 x 78 mm,,Paper,,,,Scribe: Arsānī … the Deacon (f. 179r),"Ornate headpiece on f. 2r, vine-like and floral forms bordered by a geometric cross motif, outer edges adorned with cross and fleur de lis motifs","Reader inscriptions, ff. 1v, 179v, 180v | Supplicant inscription, f. 179r | Inscription, f. 182r | Inscription (Coptic?), fo. 179r",,,,,"Rubrication|~|Headpiece(s)|~|Colophon|~|Dated|~|Decoration, Geometric|~|Decoration, Vegetative|~|Inscription(s)",,text,Theological works|~|Mimars,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 334,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890966 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n081f/manifest,delivery 3,390,
,,"Sinai, St. Catherine’s Monastery, Arabic 336",Mimars of St. John Climax,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z10v9h6t,Work,,,,,,1226,1226 CE,,"John, Climacus, Saint, active 6th century",,,,,"""… here ends the holy book …, the completion of which was on Tuesday 7 in the month of Nīsān [March–April] in the Year of Our Father Adam [Anno Mundi] 6734, which fell in the month of Rabī‘ al-Ākhar [Rabī‘ ath-Thānī] in the year of the Hegira [AH] 623, and Matthew of the Mount Sinai, who is known as a monk, copied it, and its copying occurred in the residence of Mount Sinai monks in the city of Damascus at the Cathedral of Mary [Mariamite Cathedral of Damascus] …"" (f. 226v–227r).",نبتدي بعون الله و تأييده و إرشاده و توفيقه نكتب (f. 1r).,نجز بعون الله و توفيقه ميمر الرّاعي و هو [sic] خاتمة الكتاب المقدّس (f. 226v).,Kamil,Mariamite Cathedral of Damascus (f. 227),,227 ff.,1555.3 g,Codex,262 x 175 x 68 mm,,Paper,,,,Scribe: Matthew of the Mount Sinai (f. 226v),Geometric decorative border/tailpiece in red ink on f. 209v,"Donation inscription, f. 1r | Reader inscription, f. 227r",,,,,"Rubrication|~|Marginalia|~|Dated|~|Border(s), Decorative|~|Inscription(s)",,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 336,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890968 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10v9h6t/manifest,delivery 3,464,
,,"Sinai, St. Catherine’s Monastery, Arabic 337",Mimars of St. John Climax,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n88f1d%2Fw396bw6k/full/!200,200/0/default.jpg",,individuals,ark:/21198/z1bk2gmg,ark:/21198/z1n88f1d,Work,,,,,,1622,1622 CE,,"John, Climacus, Saint, active 6th century",,,,,,,,Kamil,,,306 ff.,1229.5 g,Codex,218 x 172 x 60 mm,,Paper,Inside back board foliated as 307[r],,,, Rosette on front board inside,Arabic inscriptions on inside front board | Cursive Greek(?) inscriptions on inside back board,,Flap binding,,,"Rubrication|~|Dated|~|Marginalia|~|Decoration, Geometric|~|Inscription(s)",,text,Theological works|~|Mimars,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 337,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890969 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n88f1d/manifest,delivery 1,625,
,,"Sinai, St. Catherine’s Monastery, Arabic 338",Mimars of St. John Climax,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx8v3z%2F4864tx0q/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1fx8v3z,Work,,,,,,1201/1300,13th c. CE,,"John, Climacus, Saint, active 6th century",,,,,,,,Kamil,,,162 ff.,1420.1 g,Codex,277 x 188 x 58 mm,,Paper,,,,,,,,,,,,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 338,Old Collection,https://www.loc.gov/item/0027938541A-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx8v3z/manifest,delivery 4.3,334,
,,"Sinai, St. Catherine’s Monastery, Arabic 339",Mimars of St. John Climax,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s173f%2Fsv83wc3v/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z10s173f,Work,,,,,,1301/1400,14th c. CE,,"John, Climacus, Saint, active 6th century",,,,,,,,Kamil,,,276 ff.,1100.2 g,Codex,220 x 164 x 51.0 mm,,Paper,,,,,,,,,,,,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 339,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890970 ,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz10s173f/manifest,delivery 6.2,560,
,,"Sinai, St. Catherine’s Monastery, Arabic 34",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz0wp3%2Fpb03h93j/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1rz0wp3,Work,,Bible. Psalms|~|Psalter,,,,1282,1282 CE,,"Anṭākī, ʻAbd Allāh ibn al-Faḍl, -approximately 1052",,,Psalms translated into Arabic with rubricated commentary by Bishop ‘Abdallah ibn al-Fadl of Antioch,,,,,Kamil,,,193 ff.,678.7 g,Codex,201 x 141 x 52 mm,,Paper,,,,,,,,,,,Dated,,text,Biblical texts|~|Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 34,Old Collection,https://www.loc.gov/item/00279385913-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz0wp3/manifest,delivery 5.1,394,
,,"Sinai, St. Catherine’s Monastery, Arabic 340",Mimars of St. John Climax,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b583cx%2Fxm92zg2f/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1b583cx,Work,,,,,,1201/1300,13th c. CE,,"John, Climacus, Saint, active 6th century",,,,,,,,Kamil,,,327 ff.,2104.8 g,Codex,251 x 188 x 92 mm,,Paper,,,,,,,,,,,,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 340,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871020 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b583cx/manifest,delivery 4.3,666,
,,"Sinai, St. Catherine’s Monastery, Arabic 341","Mimars of SS. John Climax, John Chrysostom, and Ephraem","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10qm2%2Fdg34p71m/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1w10qm2,Work,,,,,,1201/1300,13th c. CE,,"John, Climacus, Saint, active 6th century|~|John Chrysostom, Saint, -407|~|Ephrem the Syrian, Saint, 303-373",,,,,,,,Kamil,,,283 ff.,1407.5 g,Codex,215 x 167 x 105.0 mm,,Parchment,,,,,,,,,,,,f. 265r-266v sewn together,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 341,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871021 ,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w10qm2/manifest,delivery 6.2,576,
,,"Sinai, St. Catherine’s Monastery, Arabic 342",Mimars of St. John Climax,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r8000g%2F1615hb4s/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1r8000g,Work,,,,,,1601/1700,17th c. CE,,"John, Climacus, Saint, active 6th century",,,,,,,,Kamil,,,143 ff.,676 g,Codex,229 x 168 x 39.0 mm,,Paper,,,,,,,,,,,,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 342,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871022 ,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r8000g/manifest,delivery 6.2,302,
,,"Sinai, St. Catherine’s Monastery, Arabic 344",Mimars of St. John Climax | Life of St. Mark of Seeds,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk7xks%2F8s198v2d/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1mk7xks,Work,Life of St. Barlaam,Barlaam and Joasaph,,,,1201/1300,13th c. CE,,"John, Climacus, Saint, active 6th century",,,,,,,,Kamil,,,216 ff.,1845.7 g,Codex,269 x 194 x 75.0 mm,,Paper,,,,,,,,,,,,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 344,Old Collection,https://www.loc.gov/item/00279385391-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mk7xks/manifest,delivery 6.2,440,
,,"Sinai, St. Catherine’s Monastery, Arabic 345",Mimars and Discourses,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh7p9p%2F6v39hs2c/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1hh7p9p,Work,,,,,,1386,1386 CE,,"Isaac, Bishop of Nineveh, active 7th century|~|John Chrysostom, Saint, -407|~|John, of Karpathos, Saint, active 7th century?","Athanasius, Saint, Patriarch of Alexandria, -373|~|Antiochus, of Sulcis, Saint, active 1st century-2nd century",,Mimars of St. Isaac the Syrian ; Mimars of St. John Chrysostom ; The Teachings of Anba Isaiah the Monk ; The Hundred chapters from St. John Carpatheus to the Monks of India ; The debate of St. Athanasius and St. Antiochus,,,,,Kamil,,,254 ff.,1626.0 g,Codex,230 x 156 x 110 mm,,Paper,"A tipped-in tab between ff. 252 and 253 bears the foliation ""254"" on its verso",,,,,,,,,,Rubrication|~|Dated,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 345,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871023 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hh7p9p/manifest,delivery 1,522,
